,gender,age_range,age,race,charges,prior_arrest,compas_score,score_numeric
2977,Female,Greater than 45,51,African-American,Battery,1,Medium,2
2978,Male,Less than 25,21,Hispanic,Grand Theft in the 3rd Degree,2,High,9
2979,Male,25 - 45,44,African-American,Grand Theft in the 3rd Degree,9,High,6
2980,Male,25 - 45,27,African-American,Battery,1,Low,3
2981,Male,25 - 45,39,Hispanic,Sell or Offer for Sale Counterfeit Goods,0,Low,1
2982,Male,Greater than 45,48,African-American,Possession of Cocaine,5,High,2
2983,Female,25 - 45,25,Caucasian,Grand Theft in the 3rd Degree,0,Low,3
2984,Male,Greater than 45,51,African-American,arrest case no charge,5,Low,3
2985,Male,Greater than 45,50,Caucasian,arrest case no charge,0,Low,1
2986,Male,25 - 45,30,African-American,Battery,0,Medium,8
2987,Male,25 - 45,34,Caucasian,Driving While License Revoked,26,High,6
2988,Male,Greater than 45,57,Caucasian,arrest case no charge,2,Low,1
2989,Male,Greater than 45,69,Caucasian,Driving Under The Influence,0,Low,1
2990,Male,Greater than 45,55,Caucasian,DUI - Enhanced,0,Low,1
2991,Male,Greater than 45,59,African-American,Possession of Cocaine,4,Low,1
2992,Female,25 - 45,42,African-American,Aggrav Battery w/Deadly Weapon,0,Low,1
2993,Male,Less than 25,20,Hispanic,arrest case no charge,2,High,9
2994,Male,25 - 45,26,African-American,Battery,0,Low,2
2995,Male,Greater than 45,58,African-American,Felony Petit Theft,16,High,9
2996,Male,Less than 25,21,Other,Purchase Cannabis,0,Low,5
2997,Male,25 - 45,32,African-American,Felony Petit Theft,21,High,8
2998,Female,Less than 25,24,Hispanic,Battery,0,Low,4
2999,Male,Greater than 45,66,Caucasian,Aggrav Battery w/Deadly Weapon,14,Medium,5
3000,Female,25 - 45,27,African-American,Battery,4,Medium,3
3001,Male,25 - 45,25,Asian,,0,Medium,4
3002,Male,Greater than 45,53,African-American,arrest case no charge,10,Low,1
3003,Male,25 - 45,42,African-American,Tampering With Physical Evidence,1,Low,2
3004,Male,25 - 45,29,African-American,arrest case no charge,8,High,4
3005,Male,Less than 25,21,African-American,arrest case no charge,1,Medium,6
3006,Male,Greater than 45,71,African-American,,0,Low,1
3007,Male,Greater than 45,48,Caucasian,,0,Low,1
3008,Male,25 - 45,31,Caucasian,DUI Level 0.15 Or Minor In Veh,1,Low,2
3009,Male,Greater than 45,56,Hispanic,Driving License Suspended,8,Low,3
3010,Male,Greater than 45,58,Caucasian,DUI Blood Alcohol Above 0.20,0,Low,1
3011,Female,Greater than 45,51,Caucasian,,0,Low,1
3012,Male,25 - 45,28,Caucasian,Battery,0,Low,2
3013,Male,25 - 45,39,Hispanic,Aggravated Assault w/Firearm,0,Low,1
3014,Male,Less than 25,22,African-American,Pos Cannabis W/Intent Sel/Del,1,Medium,8
3015,Male,Greater than 45,46,Caucasian,Battery,1,Low,1
3016,Male,25 - 45,32,Caucasian,arrest case no charge,4,Medium,4
3017,Male,25 - 45,29,Other,arrest case no charge,1,Low,2
3018,Male,25 - 45,39,African-American,,0,High,5
3019,Male,Greater than 45,50,Caucasian,Battery,0,Low,1
3020,Male,Greater than 45,46,African-American,Grand Theft in the 3rd Degree,2,High,4
3021,Female,25 - 45,44,African-American,Possession of Cocaine,11,High,5
3022,Male,25 - 45,35,African-American,Battery,4,Medium,6
3023,Male,25 - 45,30,African-American,Grand Theft (Motor Vehicle),14,High,7
3024,Female,25 - 45,28,African-American,Battery,0,Medium,6
3025,Male,25 - 45,42,African-American,Possession of Cocaine,2,Medium,4
3026,Male,Greater than 45,52,Caucasian,arrest case no charge,3,Low,2
3027,Male,Greater than 45,46,African-American,Grand Theft (Motor Vehicle),5,Low,1
3028,Female,Greater than 45,53,Caucasian,DUI Property Damage/Injury,0,N/A,-1
3029,Male,25 - 45,42,African-American,Poss Pyrrolidinovalerophenone,0,High,6
3030,Male,25 - 45,37,African-American,arrest case no charge,12,Low,2
3031,Male,25 - 45,29,Caucasian,Aggravated Battery / Pregnant,7,High,8
3032,Male,25 - 45,32,African-American,Aggravated Battery / Pregnant,8,Low,2
3033,Male,25 - 45,31,Other,Grand Theft in the 3rd Degree,5,Medium,4
3034,Female,25 - 45,33,African-American,Battery,1,Low,2
3035,Male,25 - 45,25,Caucasian,Robbery / No Weapon,4,Low,4
3036,Female,25 - 45,33,African-American,Battery,0,Low,1
3037,Male,Less than 25,21,Hispanic,arrest case no charge,1,Medium,9
3038,Female,Greater than 45,64,Caucasian,Expired DL More Than 6 Months,7,Low,1
3039,Male,25 - 45,35,Caucasian,Possession of Cocaine,1,Low,1
3040,Male,Greater than 45,56,African-American,arrest case no charge,1,Low,1
3041,Male,25 - 45,38,Caucasian,Battery,0,Low,1
3042,Female,25 - 45,40,African-American,arrest case no charge,4,Low,1
3043,Male,25 - 45,34,African-American,arrest case no charge,3,Medium,6
3044,Male,Greater than 45,52,African-American,arrest case no charge,5,Low,1
3045,Male,Greater than 45,64,African-American,Possession of Cocaine,7,High,6
3046,Male,25 - 45,28,African-American,Grand Theft in the 3rd Degree,4,Low,3
3047,Male,25 - 45,38,Hispanic,DUI Property Damage/Injury,0,Low,2
3048,Female,Greater than 45,63,African-American,Driving Under The Influence,0,Low,1
3049,Male,25 - 45,28,Hispanic,,0,Low,3
3050,Male,Less than 25,21,African-American,arrest case no charge,3,High,7
3051,Male,Greater than 45,51,African-American,Battery,0,Low,1
3052,Male,25 - 45,29,Caucasian,Grand Theft in the 3rd Degree,1,Medium,2
3053,Male,25 - 45,35,African-American,Battery,2,Low,2
3054,Male,25 - 45,30,Caucasian,Possession of Cocaine,0,Low,3
3055,Male,Greater than 45,61,African-American,Possession of Cocaine,5,Low,1
3056,Male,25 - 45,25,African-American,Poss Unlaw Issue Driver Licenc,0,Low,4
3057,Male,25 - 45,25,African-American,Felony Driving While Lic Suspd,4,Medium,3
3058,Male,25 - 45,26,African-American,Petit Theft,0,Medium,4
3059,Male,25 - 45,32,African-American,Tamper With Witness/Victim/CI,1,Low,4
3060,Female,25 - 45,36,Caucasian,arrest case no charge,1,Low,2
3061,Female,Less than 25,24,African-American,arrest case no charge,1,Medium,9
3062,Female,25 - 45,39,African-American,Battery,1,Low,1
3063,Female,Greater than 45,50,African-American,Battery,0,Low,1
3064,Male,25 - 45,42,Caucasian,Battery,1,Low,1
3065,Female,Greater than 45,45,Hispanic,,0,Low,1
3066,Female,25 - 45,25,African-American,Grand Theft in the 3rd Degree,1,Low,4
3067,Male,25 - 45,26,African-American,Driving License Suspended,13,High,9
3068,Male,25 - 45,31,African-American,Poss of Methylethcathinone,9,Medium,3
3069,Male,25 - 45,35,Caucasian,Possession of Cocaine,1,Low,1
3070,Female,25 - 45,39,African-American,Battery,0,Low,1
3071,Female,25 - 45,41,African-American,arrest case no charge,4,Low,1
3072,Female,25 - 45,40,African-American,Felony Driving While Lic Suspd,1,Medium,1
3073,Male,Less than 25,23,Other,Grand Theft in the 3rd Degree,0,Low,3
3074,Male,25 - 45,34,Caucasian,Lewd/Lasc Battery Pers 12+/<16,0,Low,1
3075,Male,Greater than 45,46,Caucasian,arrest case no charge,5,Low,1
3076,Male,Greater than 45,60,Caucasian,Driving Under The Influence,1,Low,1
3077,Male,Greater than 45,61,Caucasian,Battery,0,Low,1
3078,Female,25 - 45,33,Caucasian,Battery,1,Low,2
3079,Male,25 - 45,38,African-American,Felony Driving While Lic Suspd,0,Low,5
3080,Male,Greater than 45,46,African-American,Possession of Cocaine,3,Low,1
3081,Male,25 - 45,30,African-American,Carrying Concealed Firearm,3,Low,2
3082,Male,Greater than 45,52,Caucasian,Fail Surrender Tag/Reg/DL,3,Low,1
3083,Male,25 - 45,34,African-American,Battery,9,High,4
3084,Female,Greater than 45,50,African-American,Battery,7,Low,1
3085,Male,Less than 25,21,African-American,Burglary Dwelling Armed,0,Medium,7
3086,Male,25 - 45,31,Hispanic,Burglary Conveyance Unoccup,16,High,6
3087,Male,25 - 45,31,African-American,"Poss 3,4 MDMA (Ecstasy)",2,Medium,3
3088,Male,Less than 25,24,Hispanic,Grand Theft in the 3rd Degree,0,High,10
3089,Female,Less than 25,23,African-American,Battery,0,Low,4
3090,Male,25 - 45,25,African-American,Burglary Conveyance Unoccup,1,Medium,6
3091,Female,25 - 45,36,Caucasian,Driving Under The Influence,1,Low,1
3092,Female,25 - 45,31,African-American,Battery,1,Low,2
3093,Female,Less than 25,24,Caucasian,arrest case no charge,1,Medium,4
3094,Male,25 - 45,31,African-American,Possess Cannabis/20 Grams Or Less,13,High,9
3095,Female,Greater than 45,49,Caucasian,arrest case no charge,1,Low,1
3096,Male,Greater than 45,60,African-American,Grand Theft in the 3rd Degree,0,Low,1
3097,Male,25 - 45,26,Hispanic,,0,Medium,4
3098,Male,Greater than 45,48,African-American,Unlaw Use False Name/Identity,10,Medium,1
3099,Male,25 - 45,37,Caucasian,Obscenity,0,Low,1
3100,Female,25 - 45,37,Caucasian,,0,Low,1
3101,Male,25 - 45,30,African-American,arrest case no charge,2,Low,3
3102,Female,Less than 25,24,African-American,Battery,0,Low,3
3103,Female,25 - 45,27,Caucasian,,0,High,3
3104,Female,25 - 45,32,Other,Battery,0,Low,1
3105,Female,Less than 25,21,Caucasian,Possession Of Alprazolam,2,Low,5
3106,Female,25 - 45,33,Caucasian,Possess Cannabis/20 Grams Or Less,0,Low,1
3107,Male,Greater than 45,46,Caucasian,Driving Under The Influence,0,Low,1
3108,Male,25 - 45,36,Caucasian,Cruelty Toward Child,4,Low,3
3109,Male,25 - 45,27,Caucasian,Disorderly Conduct,0,Low,3
3110,Male,Less than 25,21,Caucasian,Battery,0,Low,5
3111,Male,25 - 45,28,African-American,Disorderly Intoxication,6,High,9
3112,Male,25 - 45,35,African-American,Pos Cannabis W/Intent Sel/Del,0,High,2
3113,Male,25 - 45,34,Hispanic,Use of Anti-Shoplifting Device,2,Low,2
3114,Male,25 - 45,41,Asian,Felony Petit Theft,2,High,2
3115,Female,25 - 45,40,African-American,Prostitution/Lewd Act Assignation,7,Low,1
3116,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,1,High,10
3117,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,3,Medium,5
3118,Male,25 - 45,28,African-American,Resist/Obstruct W/O Violence,2,Low,3
3119,Male,Less than 25,20,African-American,Grand Theft in the 3rd Degree,2,High,7
3120,Male,Less than 25,21,Hispanic,Possession Of Alprazolam,0,Low,6
3121,Male,25 - 45,37,Caucasian,Battery,1,Low,1
3122,Male,Greater than 45,46,Caucasian,Possess Cannabis/20 Grams Or Less,2,Low,1
3123,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,0,Medium,6
3124,Male,25 - 45,29,African-American,Burglary Unoccupied Dwelling,4,High,6
3125,Male,25 - 45,29,Caucasian,Pos Cannabis W/Intent Sel/Del,0,Low,2
3126,Male,25 - 45,42,Other,Battery,0,Low,1
3127,Male,Greater than 45,57,African-American,arrest case no charge,1,Low,1
3128,Female,25 - 45,27,Caucasian,Possession of Cocaine,4,Medium,2
3129,Male,Greater than 45,56,African-American,arrest case no charge,1,Low,1
3130,Male,25 - 45,41,African-American,Driving While License Revoked,19,Medium,3
3131,Male,25 - 45,40,Hispanic,Possession of Cocaine,8,Medium,2
3132,Male,25 - 45,30,Hispanic,arrest case no charge,5,Low,2
3133,Male,Less than 25,21,Caucasian,Grand Theft in the 3rd Degree,0,Medium,5
3134,Male,Less than 25,24,African-American,Battery,1,Low,6
3135,Male,25 - 45,25,African-American,Att Burgl Unoccupied Dwel,7,High,9
3136,Female,25 - 45,33,Caucasian,Battery,0,Low,1
3137,Male,Greater than 45,48,Caucasian,arrest case no charge,2,High,5
3138,Male,25 - 45,33,African-American,"Poss 3,4 MDMA (Ecstasy)",11,Medium,2
3139,Male,25 - 45,25,Hispanic,Poss Contr Subst W/o Prescript,0,Medium,5
3140,Male,25 - 45,30,Caucasian,Possession of Ethylone,0,Low,2
3141,Female,25 - 45,41,Caucasian,Possession of Cocaine,0,Low,1
3142,Male,Greater than 45,52,Caucasian,arrest case no charge,1,High,4
3143,Male,25 - 45,25,Caucasian,False Ownership Info/Pawn Item,6,High,5
3144,Male,Greater than 45,58,African-American,Felony Petit Theft,38,Medium,2
3145,Male,25 - 45,30,African-American,Possess Countrfeit Credit Card,7,Medium,3
3146,Male,25 - 45,37,Hispanic,Tamper With Witness/Victim/CI,0,Low,2
3147,Male,Less than 25,23,African-American,Armed Kidnapping,2,Medium,6
3148,Male,25 - 45,33,Hispanic,DUI Property Damage/Injury,0,Low,1
3149,Female,25 - 45,25,African-American,Grand Theft in the 3rd Degree,0,Low,3
3150,Male,25 - 45,25,African-American,Dealing in Stolen Property,2,Low,5
3151,Male,25 - 45,34,Hispanic,Tampering With Physical Evidence,9,High,7
3152,Female,25 - 45,43,Caucasian,Agg Battery Grt/Bod/Harm,7,High,4
3153,Male,25 - 45,32,Caucasian,Driving While License Revoked,0,Low,2
3154,Male,25 - 45,33,Other,arrest case no charge,3,Medium,2
3155,Male,25 - 45,39,Other,Poss Pyrrolidinovalerophenone,4,Low,1
3156,Male,Greater than 45,49,Caucasian,Aggravated Assault w/Firearm,4,Low,2
3157,Male,Less than 25,24,Caucasian,Robbery W/Deadly Weapon,0,Low,5
3158,Male,25 - 45,26,African-American,Grand Theft (Motor Vehicle),1,High,8
3159,Male,25 - 45,42,Caucasian,Aggrav Battery w/Deadly Weapon,0,Low,1
3160,Male,Less than 25,22,African-American,Burglary Unoccupied Dwelling,1,Medium,6
3161,Male,25 - 45,36,Hispanic,Grand Theft in the 3rd Degree,0,Low,1
3162,Male,25 - 45,29,Caucasian,Battery,7,Medium,6
3163,Male,25 - 45,39,Caucasian,Battery,0,Low,3
3164,Male,25 - 45,27,African-American,arrest case no charge,13,Medium,3
3165,Male,25 - 45,38,Caucasian,Possession of Cocaine,2,Medium,3
3166,Male,Less than 25,20,Caucasian,Burglary Conveyance Unoccup,0,Low,5
3167,Male,Greater than 45,50,African-American,DUI Property Damage/Injury,1,Low,1
3168,Male,25 - 45,25,African-American,arrest case no charge,4,High,7
3169,Male,Greater than 45,53,Caucasian,Battery,0,Low,1
3170,Female,25 - 45,27,African-American,Battery,0,High,4
3171,Male,25 - 45,38,African-American,arrest case no charge,10,High,7
3172,Male,25 - 45,30,African-American,,0,High,8
3173,Male,Greater than 45,60,Caucasian,arrest case no charge,2,Low,1
3174,Male,Less than 25,21,Other,Burglary Structure Unoccup,0,Medium,8
3175,Male,Greater than 45,50,Caucasian,Viol Injunct Domestic Violence,1,Low,1
3176,Male,25 - 45,41,African-American,Child Abuse,4,Medium,2
3177,Male,25 - 45,34,African-American,Aggravated Battery / Pregnant,4,Low,1
3178,Male,Less than 25,22,Caucasian,Possession Of Alprazolam,5,High,6
3179,Female,Greater than 45,45,Other,Retail Theft $300 1st Offense,0,Low,1
3180,Male,25 - 45,29,African-American,arrest case no charge,20,High,9
3181,Male,Less than 25,22,Caucasian,Grand Theft (Motor Vehicle),0,Medium,6
3182,Male,25 - 45,25,African-American,Pos Cannabis W/Intent Sel/Del,2,Medium,3
3183,Male,25 - 45,42,African-American,Felony Driving While Lic Suspd,1,Low,3
3184,Female,Greater than 45,60,African-American,,0,Low,1
3185,Male,25 - 45,34,Native American,Felony Driving While Lic Suspd,9,Medium,3
3186,Female,25 - 45,27,Caucasian,Possession Of Heroin,2,Low,3
3187,Male,Less than 25,21,Hispanic,,0,Low,5
3188,Male,Greater than 45,51,Other,arrest case no charge,2,Low,1
3189,Male,25 - 45,33,African-American,arrest case no charge,23,High,8
3190,Male,Less than 25,24,African-American,Possession of Cannabis,0,Low,5
3191,Male,25 - 45,37,African-American,arrest case no charge,4,Low,2
3192,Male,25 - 45,37,Caucasian,Possess Cannabis/20 Grams Or Less,0,Low,1
3193,Male,25 - 45,30,African-American,,0,High,2
3194,Male,25 - 45,44,Caucasian,Resist Officer w/Violence,11,High,9
3195,Male,25 - 45,33,African-American,Viol Injunct Domestic Violence,0,High,1
3196,Male,Less than 25,24,Caucasian,Aggravated Battery / Pregnant,8,High,9
3197,Female,25 - 45,27,Other,Battery,0,Low,2
3198,Male,Less than 25,21,Other,Robbery / No Weapon,0,Medium,6
3199,Female,Greater than 45,60,Other,Battery,0,Low,1
3200,Male,25 - 45,35,African-American,Aggravated Battery / Pregnant,1,Low,1
3201,Male,Greater than 45,50,Caucasian,Grand Theft in the 3rd Degree,1,Low,1
3202,Female,25 - 45,38,African-American,Procure For Prostitution,0,Low,1
3203,Female,Less than 25,24,Caucasian,Possession of Cocaine,0,High,5
3204,Male,Less than 25,21,Other,arrest case no charge,1,Medium,8
3205,Male,Greater than 45,49,Caucasian,DUI Property Damage/Injury,2,Low,1
3206,Male,25 - 45,38,African-American,arrest case no charge,9,Medium,8
3207,Male,Greater than 45,61,Other,DUI Level 0.15 Or Minor In Veh,0,Low,1
3208,Female,25 - 45,30,African-American,Battery,0,Low,2
3209,Male,Less than 25,22,African-American,Battery on a Person Over 65,3,Medium,5
3210,Male,25 - 45,30,Hispanic,Battery,1,Low,2
3211,Male,25 - 45,31,African-American,Burglary Conveyance Unoccup,0,Low,2
3212,Male,25 - 45,25,African-American,Poss Counterfeit Payment Inst,0,Medium,3
3213,Male,25 - 45,28,Hispanic,Corrupt Public Servant,0,Low,2
3214,Female,25 - 45,30,Hispanic,Battery,3,Low,2
3215,Male,Greater than 45,52,Caucasian,Driving Under The Influence,0,Low,1
3216,Female,Less than 25,24,Caucasian,arrest case no charge,3,Medium,4
3217,Male,25 - 45,26,Caucasian,Aggravated Battery / Pregnant,0,Low,3
3218,Male,25 - 45,26,Other,Battery,0,Low,2
3219,Female,25 - 45,31,African-American,Aggravated Assault W/Dead Weap,0,Low,1
3220,Female,Less than 25,24,African-American,Possession Of Heroin,3,Medium,4
3221,Male,25 - 45,43,African-American,Pos Cannabis W/Intent Sel/Del,21,High,9
3222,Male,25 - 45,29,African-American,Felon in Pos of Firearm or Amm,6,Medium,5
3223,Male,Greater than 45,45,Caucasian,Felony Petit Theft,9,High,4
3224,Male,Greater than 45,50,African-American,Resist/Obstruct W/O Violence,8,Medium,4
3225,Male,Less than 25,20,African-American,arrest case no charge,0,High,7
3226,Male,25 - 45,29,African-American,arrest case no charge,4,High,9
3227,Male,25 - 45,43,Caucasian,arrest case no charge,1,Medium,4
3228,Male,25 - 45,37,African-American,Tampering With Physical Evidence,17,High,4
3229,Male,25 - 45,26,Caucasian,D.U.I. Serious Bodily Injury,2,Medium,6
3230,Female,Greater than 45,46,African-American,arrest case no charge,4,Low,3
3231,Male,25 - 45,27,Caucasian,,0,Low,2
3232,Female,Greater than 45,46,African-American,Felony Driving While Lic Suspd,0,Low,1
3233,Female,25 - 45,38,African-American,,0,Medium,4
3234,Male,25 - 45,39,Caucasian,Aggravated Assault W/dead Weap,8,Low,3
3235,Male,25 - 45,36,Hispanic,Felony Battery (Dom Strang),0,Low,1
3236,Male,25 - 45,29,African-American,Possession of Cocaine,12,High,7
3237,Male,25 - 45,41,Caucasian,DUI Property Damage/Injury,0,Low,1
3238,Male,25 - 45,29,African-American,arrest case no charge,11,High,7
3239,Male,25 - 45,27,African-American,Petit Theft,4,High,7
3240,Female,25 - 45,25,African-American,Poss Anti-Shoplifting Device,5,Medium,3
3241,Male,25 - 45,41,Caucasian,arrest case no charge,3,High,1
3242,Male,Less than 25,23,African-American,Deliver Cocaine,2,Medium,5
3243,Female,Greater than 45,46,African-American,arrest case no charge,1,High,3
3244,Male,25 - 45,31,Asian,,0,Low,2
3245,Male,Greater than 45,45,African-American,Possession of Cocaine,3,Low,1
3246,Male,25 - 45,30,Caucasian,DUI Property Damage/Injury,0,Low,2
3247,Male,25 - 45,34,Caucasian,arrest case no charge,1,Medium,4
3248,Male,Greater than 45,70,Caucasian,Possession of Cocaine,11,Low,1
3249,Male,Greater than 45,53,African-American,Battery,3,Low,4
3250,Male,Greater than 45,52,Caucasian,arrest case no charge,2,Low,1
